Query=YOR250C	 Hit=lcl|MAPG_12038T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.131:15:784:1 gene:MAPG_12038 transcript:MAPG_12038T0 description:""Clp1""-species:Magnaporthe_poae"	 E_value=2e-08
Query=YOL123W	 Hit=lcl|EGY21812	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.5:884161:886026:-1 gene:VDAG_03252 transcript:EGY21812 description:""glycine-rich RNA-binding protein""-species:Verticillium_dahliae"	 E_value=8e-07
			
Query=YOL123W	 Hit=lcl|CADAFLAP00001433	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963472:3817335:3818404:1 gene:CADAFLAG00001433 transcript:CADAFLAT00001433 description:""Glycine-rich RNA-binding protein, putative ""-species:Aspergillus_flavus"	 E_value=1e-10
			
Query=YOL123W	 Hit=lcl|CADNFIAP00001661	" Description=pep:known contig:CADRE:8741:3807005:3809386:1 gene:CADNFIAG00001700 transcript:CADNFIAT00001700 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Neosartorya_fischeri"	 E_value=1e-10
			
Query=YOL123W	 Hit=lcl|CADNFIAP00001661	" Description=pep:known contig:CADRE:8741:3807005:3809386:1 gene:CADNFIAG00001700 transcript:CADNFIAT00001700 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Neosartorya_fischeri"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|CADNFIAP00001661	" Description=pep:known contig:CADRE:8741:3807005:3809386:1 gene:CADNFIAG00001700 transcript:CADNFIAT00001700 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Neosartorya_fischeri"	 E_value=1e-06
			
Query=YOL123W	 Hit=lcl|EDO00865	" Description=pep:novel supercontig:ASM14694v1:CH476624:637613:639371:1 gene:SS1G_03339 transcript:EDO00865 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=1e-10
			
Query=YOL123W	 Hit=lcl|EDO00865	" Description=pep:novel supercontig:ASM14694v1:CH476624:637613:639371:1 gene:SS1G_03339 transcript:EDO00865 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=2e-06
			
Query=YOL123W	 Hit=lcl|CADAFUBP00000447	" Description=pep:known scaffold:CADRE:DS499594:1275417:1277812:-1 gene:CADAFUBG00000455 transcript:CADAFUBT00000455 description:""Polyadenylate-binding protein""-species:Aspergillus_fumigatus"	 E_value=1e-10
			
Query=YOL123W	 Hit=lcl|CADAFUBP00000447	" Description=pep:known scaffold:CADRE:DS499594:1275417:1277812:-1 gene:CADAFUBG00000455 transcript:CADAFUBT00000455 description:""Polyadenylate-binding protein""-species:Aspergillus_fumigatus"	 E_value=4e-09
			
Query=YOL123W	 Hit=lcl|CADAFUBP00000447	" Description=pep:known scaffold:CADRE:DS499594:1275417:1277812:-1 gene:CADAFUBG00000455 transcript:CADAFUBT00000455 description:""Polyadenylate-binding protein""-species:Aspergillus_fumigatus"	 E_value=2e-06
			
Query=YOL123W	 Hit=lcl|EDO00027	" Description=pep:novel supercontig:ASM14694v1:CH476623:2031360:2032314:1 gene:SS1G_02886 transcript:EDO00027 description:""glycine-rich RNA-binding protein""-species:Sclerotinia_sclerotiorum"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|EDO00027	" Description=pep:novel supercontig:ASM14694v1:CH476623:2031360:2032314:1 gene:SS1G_02886 transcript:EDO00027 description:""glycine-rich RNA-binding protein""-species:Sclerotinia_sclerotiorum"	 E_value=4e-06
			
Query=YOL123W	 Hit=lcl|SPAC140.02.1:pep	" Description=pep:known chromosome:ASM294v2:I:1897448:1899491:1 gene:SPAC140.02 transcript:SPAC140.02.1 description:""nucleolar protein required for rRNA processing""-species:Schizosaccharomyces_pombe"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|CADATEAP00006950	" Description=pep:known supercontig:CADRE:1.6:1472525:1473425:-1 gene:CADATEAG00006950 transcript:CADATEAT00006950 description:""Predicted protein""-species:Aspergillus_terreus"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|CADATEAP00008888	" Description=pep:known supercontig:CADRE:1.5:648138:650518:1 gene:CADATEAG00008888 transcript:CADATEAT00008888 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Aspergillus_terreus"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|CADATEAP00008888	" Description=pep:known supercontig:CADRE:1.5:648138:650518:1 gene:CADATEAG00008888 transcript:CADATEAT00008888 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Aspergillus_terreus"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|CADATEAP00008888	" Description=pep:known supercontig:CADRE:1.5:648138:650518:1 gene:CADATEAG00008888 transcript:CADATEAT00008888 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Aspergillus_terreus"	 E_value=6e-06
			
Query=YOL123W	 Hit=lcl|SNOT_16535	" Description=pep:known supercontig:ASM14691v1:supercont1.50:38901:40019:-1 gene:SNOG_16535 transcript:SNOT_16535 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|EPX74883	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:3452551:3455238:1 gene:SOCG_02364 transcript:EPX74883 description:""mRNA export shuttling protein""-species:Schizosaccharomyces_octosporus"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|EPX74883	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:3452551:3455238:1 gene:SOCG_02364 transcript:EPX74883 description:""mRNA export shuttling protein""-species:Schizosaccharomyces_octosporus"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|EPX74883	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:3452551:3455238:1 gene:SOCG_02364 transcript:EPX74883 description:""mRNA export shuttling protein""-species:Schizosaccharomyces_octosporus"	 E_value=1e-06
			
Query=YOL123W	 Hit=lcl|EGR52332	" Description=pep:novel supercontig:GCA_000167675.2:GL985056:1702211:1704715:1 gene:TRIREDRAFT_119757 transcript:EGR52332 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=2e-10
			
Query=YOL123W	 Hit=lcl|EGR52332	" Description=pep:novel supercontig:GCA_000167675.2:GL985056:1702211:1704715:1 gene:TRIREDRAFT_119757 transcript:EGR52332 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=1e-05
			
Query=YOL123W	 Hit=lcl|YGR159C	" Description=pep:known chromosome:SacCer_Apr2011:VII:806412:807656:-1 gene:YGR159C transcript:YGR159C description:""Nucleolar protein that binds nuclear localization sequences, required for pre-rRNA processing and ribosome biogenesis""-species:Saccharomyces_cerevisiae"	 E_value=3e-10
			
Query=YOL123W	 Hit=lcl|EHK24525	" Description=pep:novel supercontig:ASM17099v1:4:999240:1001756:1 gene:TRIVIDRAFT_71881 transcript:EHK24525 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=3e-10
			
Query=YOL123W	 Hit=lcl|CAZ86086	" Description=pep:novel supercontig:ASM15164v1:FN430365:103397:104947:1 gene:GSTUM_00011313001 transcript:CAZ86086 description:""""-species:Tuber_melanosporum"	 E_value=3e-10
			
Query=YOL123W	 Hit=lcl|EGY22948	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.7:960686:962405:1 gene:VDAG_04386 transcript:EGY22948 description:""gar2""-species:Verticillium_dahliae"	 E_value=4e-10
			
Query=YOL123W	 Hit=lcl|EEB05460	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.1:3273827:3275257:1 gene:SJAG_00474 transcript:EEB05460 description:""RNA-binding protein""-species:Schizosaccharomyces_japonicus"	 E_value=4e-10
			
Query=YOL123W	 Hit=lcl|EFP86835	" Description=pep:novel supercontig:ASM14992v1:supercont2.41:496470:498264:-1 gene:PGTG_13217 transcript:EFP86835 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=4e-10
			
Query=YOL123W	 Hit=lcl|CBQ73896	" Description=pep:novel chromosome:GCA_000230245.1:9:273299:275251:1 gene:sr14484 transcript:CBQ73896 description:""probable PAB1-mRNA polyadenylate-binding protein""-species:Sporisorium_reilianum"	 E_value=5e-10
			
Query=YOL123W	 Hit=lcl|CBQ73896	" Description=pep:novel chromosome:GCA_000230245.1:9:273299:275251:1 gene:sr14484 transcript:CBQ73896 description:""probable PAB1-mRNA polyadenylate-binding protein""-species:Sporisorium_reilianum"	 E_value=3e-06
			
Query=YOL123W	 Hit=lcl|EFP89116	" Description=pep:novel supercontig:ASM14992v1:supercont2.58:371747:373998:-1 gene:PGTG_14957 transcript:EFP89116 description:""small subunit ribosomal protein S19""-species:Puccinia_graminis"	 E_value=6e-10
			
Query=YOL123W	 Hit=lcl|SPAC25G10.01.1:pep	" Description=pep:known chromosome:ASM294v2:I:4295138:4297332:1 gene:SPAC25G10.01 transcript:SPAC25G10.01.1 description:""RNA-binding protein""-species:Schizosaccharomyces_pombe"	 E_value=6e-10
			
Query=YOL123W	 Hit=lcl|EFP89119	" Description=pep:novel supercontig:ASM14992v1:supercont2.58:378657:380507:-1 gene:PGTG_14960 transcript:EFP89119 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=7e-10
			
Query=YOL123W	 Hit=lcl|EFP89119	" Description=pep:novel supercontig:ASM14992v1:supercont2.58:378657:380507:-1 gene:PGTG_14960 transcript:EFP89119 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=7e-07
			
Query=YOL123W	 Hit=lcl|CCU78867	" Description=pep:novel supercontig:EF1:HF943531:1172995:1174380:-1 gene:BGHDH14_bgh01376 transcript:CCU78867 description:""glycine-rich RNA-binding protein""-species:Blumeria_graminis"	 E_value=7e-10
			
Query=YOL123W	 Hit=lcl|FGSG_08421P0	" Description=pep:known chromosome:ASM24013v2:2:1938434:1941130:1 gene:FGSG_08421 transcript:FGSG_08421T0 description:""polyadenylate-binding protein""-species:Gibberella_zeae"	 E_value=7e-10
			
Query=YOL123W	 Hit=lcl|FGSG_12376P0	" Description=pep:known chromosome:ASM24013v2:2:5855441:5856476:-1 gene:FGSG_12376 transcript:FGSG_12376T0 description:""predicted protein""-species:Gibberella_zeae"	 E_value=7e-10
			
Query=YOL123W	 Hit=lcl|FGSG_12376P0	" Description=pep:known chromosome:ASM24013v2:2:5855441:5856476:-1 gene:FGSG_12376 transcript:FGSG_12376T0 description:""predicted protein""-species:Gibberella_zeae"	 E_value=4e-06
			
Query=YOL123W	 Hit=lcl|UM03494P0	" Description=pep:known supercontig:UM1:Cont_1.117:24758:26713:1 gene:UM03494 transcript:UM03494T0 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Ustilago_maydis"	 E_value=8e-10
			
Query=YOL123W	 Hit=lcl|UM03494P0	" Description=pep:known supercontig:UM1:Cont_1.117:24758:26713:1 gene:UM03494 transcript:UM03494T0 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Ustilago_maydis"	 E_value=3e-07
			
Query=YOL123W	 Hit=lcl|UM03494P0	" Description=pep:known supercontig:UM1:Cont_1.117:24758:26713:1 gene:UM03494 transcript:UM03494T0 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Ustilago_maydis"	 E_value=2e-06
			
Query=YOL123W	 Hit=lcl|PTTG_04499P0	" Description=pep:novel supercontig:ASM15152v1:GG705440:812727:814223:1 gene:PTTG_04499 transcript:PTTG_04499T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=8e-10
			
Query=YOL123W	 Hit=lcl|MGG_04816T0	" Description=pep:known chromosome:MG8:2:1476815:1479480:1 gene:MGG_04816 transcript:MGG_04816T0 description:""Putative uncharacterized protein""-species:Magnaporthe_oryzae"	 E_value=1e-09
			
Query=YOL123W	 Hit=lcl|MGG_04816T0	" Description=pep:known chromosome:MG8:2:1476815:1479480:1 gene:MGG_04816 transcript:MGG_04816T0 description:""Putative uncharacterized protein""-species:Magnaporthe_oryzae"	 E_value=1e-06
			
Query=YOL123W	 Hit=lcl|FVEG_08705T0	" Description=pep:known chromosome:ASM14955v1:10:1734278:1735020:1 gene:FVEG_08705 transcript:FVEG_08705T0 description:""hypothetical protein""-species:Gibberella_moniliformis"	 E_value=1e-09
			
Query=YOL123W	 Hit=lcl|FVEG_08705T0	" Description=pep:known chromosome:ASM14955v1:10:1734278:1735020:1 gene:FVEG_08705 transcript:FVEG_08705T0 description:""hypothetical protein""-species:Gibberella_moniliformis"	 E_value=1e-05
			
Query=YOL123W	 Hit=lcl|CADAFLAP00002266	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963473:1633937:1636137:-1 gene:CADAFLAG00002266 transcript:CADAFLAT00002266 description:""Polyadenylate-binding protein ""-species:Aspergillus_flavus"	 E_value=1e-09
			
Query=YOL123W	 Hit=lcl|CADAFLAP00002266	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963473:1633937:1636137:-1 gene:CADAFLAG00002266 transcript:CADAFLAT00002266 description:""Polyadenylate-binding protein ""-species:Aspergillus_flavus"	 E_value=4e-08
			
Query=YOL123W	 Hit=lcl|PTTG_05898P0	" Description=pep:novel supercontig:ASM15152v1:GG705478:214023:216110:-1 gene:PTTG_05898 transcript:PTTG_05898T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=1e-09
			
Query=YOL123W	 Hit=lcl|PTTG_05898P0	" Description=pep:novel supercontig:ASM15152v1:GG705478:214023:216110:-1 gene:PTTG_05898 transcript:PTTG_05898T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=7e-06
			
Query=YOL123W	 Hit=lcl|FVEG_00902T0	" Description=pep:known chromosome:ASM14955v1:1:4283760:4285470:1 gene:FVEG_00902 transcript:FVEG_00902T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|FVEG_00902T0	" Description=pep:known chromosome:ASM14955v1:1:4283760:4285470:1 gene:FVEG_00902 transcript:FVEG_00902T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=3e-06
			
Query=YOL123W	 Hit=lcl|CADANGAP00000288	" Description=pep:known chromosome:CADRE:II:1678299:1680564:-1 gene:CADANGAG00000300 transcript:CADANGAT00000300 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Aspergillus_niger"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|CADANGAP00000288	" Description=pep:known chromosome:CADRE:II:1678299:1680564:-1 gene:CADANGAG00000300 transcript:CADANGAT00000300 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Aspergillus_niger"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|EFP89103	" Description=pep:novel supercontig:ASM14992v1:supercont2.58:323666:325541:-1 gene:PGTG_14944 transcript:EFP89103 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|EFQ28847	" Description=pep:novel supercontig:GCA_000149035.1:GG697342:671580:672481:-1 gene:GLRG_03991 transcript:EFQ28847 description:""RNA recognition domain-containing protein""-species:Glomerella_graminicola"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|EFQ28847	" Description=pep:novel supercontig:GCA_000149035.1:GG697342:671580:672481:-1 gene:GLRG_03991 transcript:EFQ28847 description:""RNA recognition domain-containing protein""-species:Glomerella_graminicola"	 E_value=2e-06
			
Query=YOL123W	 Hit=lcl|SNOT_14351	" Description=pep:known supercontig:ASM14691v1:supercont1.31:150357:152670:-1 gene:SNOG_14351 transcript:SNOT_14351 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Phaeosphaeria_nodorum"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|EHK17495	" Description=pep:novel supercontig:ASM17099v1:88:328818:329629:1 gene:TRIVIDRAFT_43079 transcript:EHK17495 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|EHK17495	" Description=pep:novel supercontig:ASM17099v1:88:328818:329629:1 gene:TRIVIDRAFT_43079 transcript:EHK17495 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=4e-06
			
Query=YOL123W	 Hit=lcl|CAG81845	" Description=pep:novel chromosome:GCA_000002525.1:C:942074:943894:1 gene:YALI0_C07040g transcript:CAG81845 description:""YALI0C07040p""-species:Yarrowia_lipolytica"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|CADNFIAP00008535	" Description=pep:known contig:CADRE:9299:1288144:1289288:-1 gene:CADNFIAG00008749 transcript:CADNFIAT00008749 description:""Nucleic acid-binding protein""-species:Neosartorya_fischeri"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|GGTG_00548T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:1749322:1754113:-1 gene:GGTG_00548 transcript:GGTG_00548T0 description:""polyadenylate-binding protein""-species:Gaeumannomyces_graminis"	 E_value=2e-09
			
Query=YOL123W	 Hit=lcl|GGTG_00548T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:1749322:1754113:-1 gene:GGTG_00548 transcript:GGTG_00548T0 description:""polyadenylate-binding protein""-species:Gaeumannomyces_graminis"	 E_value=1e-06
			
Query=YOL123W	 Hit=lcl|MVLG_02990T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.26:12532:14130:-1 gene:MVLG_02990 transcript:MVLG_02990T0 description:""hypothetical protein""-species:Microbotryum_violaceum"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|CADATEAP00002872	" Description=pep:known supercontig:CADRE:1.2:1745173:1745854:1 gene:CADATEAG00002872 transcript:CADATEAT00002872 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|CAG78182	" Description=pep:novel chromosome:GCA_000002525.1:F:1803786:1805054:1 gene:YALI0_F13475g transcript:CAG78182 description:""YALI0F13475p""-species:Yarrowia_lipolytica"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|GGTG_01840T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:5803547:5805339:-1 gene:GGTG_01840 transcript:GGTG_01840T0 description:""hypothetical protein""-species:Gaeumannomyces_graminis"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|GGTG_01840T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:5803547:5805339:-1 gene:GGTG_01840 transcript:GGTG_01840T0 description:""hypothetical protein""-species:Gaeumannomyces_graminis"	 E_value=9e-07
			
Query=YOL123W	 Hit=lcl|EGG07671	" Description=pep:novel supercontig:GCA_000204055.1:GL883103:1424691:1426383:1 gene:MELLADRAFT_71659 transcript:EGG07671 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|EGG07671	" Description=pep:novel supercontig:GCA_000204055.1:GL883103:1424691:1426383:1 gene:MELLADRAFT_71659 transcript:EGG07671 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=2e-06
			
Query=YOL123W	 Hit=lcl|EPY51974	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.3:871322:873003:-1 gene:SPOG_00395 transcript:EPY51974 description:""RNA-binding protein""-species:Schizosaccharomyces_cryophilus"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|EPY51974	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.3:871322:873003:-1 gene:SPOG_00395 transcript:EPY51974 description:""RNA-binding protein""-species:Schizosaccharomyces_cryophilus"	 E_value=1e-08
			
Query=YOL123W	 Hit=lcl|MGG_09505T0	" Description=pep:known chromosome:MG8:3:3451692:3455332:-1 gene:MGG_09505 transcript:MGG_09505T0 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Magnaporthe_oryzae"	 E_value=3e-09
			
Query=YOL123W	 Hit=lcl|MGG_09505T0	" Description=pep:known chromosome:MG8:3:3451692:3455332:-1 gene:MGG_09505 transcript:MGG_09505T0 description:""Polyadenylate-binding protein, cytoplasmic and nuclear""-species:Magnaporthe_oryzae"	 E_value=7e-07
			
Query=YOL123W	 Hit=lcl|EGY15855	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.15:424249:426690:1 gene:VDAG_07019 transcript:EGY15855 description:""RNA-binding protein rsd1""-species:Verticillium_dahliae"	 E_value=4e-09
			
Query=YOL123W	 Hit=lcl|EHS63645	" Description=pep:novel supercontig:ASM14992v1:supercont2.31:93929:98029:-1 gene:PGTG_10266 transcript:EHS63645 description:""hypothetical protein, variant""-species:Puccinia_graminis"	 E_value=4e-09
